text,label
"Received a UPI payment request instead of receiving money. In confusion, I approved it and ₹150000 was deducted from my account.",Financial Fraud
My business computer systems were attacked by ransomware. Hackers encrypted all data and demanding ₹75000 to restore access.,Ransomware & Malware
My medical records were leaked in a hospital data breach. Sensitive health information is now public.,Hacking & Unauthorized Access
My driving license was used by someone else to commit fraud. I received a legal notice for something I didn't do.,Hacking & Unauthorized Access
Someone posed as HR from a multinational company and offered me a work-from-home job. Paid ₹0 for training but they disappeared.,E-Commerce & Job Fraud
Ordered designer clothes worth ₹0. Received used and damaged items completely different from what was advertised.,E-Commerce & Job Fraud
Someone is continuously tracking my location and movements using my social media posts. They know where I go and send threatening messages.,Online Harassment & Threats
Got a call from fake PhonePe support asking me to share my UPI PIN to resolve an issue. They stole ₹5000 from my account.,Financial Fraud
Someone posed as HR from a multinational company and offered me a work-from-home job. Paid ₹0 for training but they disappeared.,E-Commerce & Job Fraud
Someone recorded our video call where I was partially dressed. Now demanding ₹0 or they'll send it to my family and colleagues.,Online Harassment & Threats
Receiving messages with threat to rape and murder. The sender knows my workplace and where my children study.,Online Harassment & Threats
A fake account impersonating me is messaging my friends and family asking for money transfers.,Social Media Crimes
A person contacted me on WhatsApp offering personal loans at low interest. Paid ₹25000 as processing fee but never got the loan.,Financial Fraud
Website was selling products at 70% discount. I ordered items worth ₹0 but received cheap duplicate products.,E-Commerce & Job Fraud
My original content is being used by multiple websites without permission. They're earning revenue from my work.,Others
Receiving threatening DMs on multiple platforms from anonymous accounts telling me to quit my job or face consequences.,Online Harassment & Threats
My Instagram account was taken over by a hacker. They changed the password and email. Now demanding ₹0 to return access.,Hacking & Unauthorized Access
Purchased mobile phone for ₹0 from a fake shopping website. The site disappeared after taking payment.,E-Commerce & Job Fraud
Being blackmailed with morphed obscene photos. The blackmailer wants ₹0 and threatening to send photos to my contacts.,Online Harassment & Threats
Mobile got infected after installing a fake app. The virus is stealing my contacts and personal information.,Ransomware & Malware
A group of people created fake accounts to bully and defame me online. They're posting my personal information publicly.,Online Harassment & Threats
Downloaded a PDF file from email that installed a keylogger on my system. Someone accessed my banking credentials.,Ransomware & Malware
Someone installed spyware on my device remotely. They're monitoring all my activities including passwords and bank details.,Ransomware & Malware
Bought a used laptop for ₹0 on a classified website. Seller took the money and stopped responding.,E-Commerce & Job Fraud
Received an email saying my IndusInd Bank account will be blocked unless I verify. The link took me to a fake site where I entered my details. ₹0 was stolen.,Financial Fraud
Downloaded software from untrusted website and my computer got infected with virus. All personal data was stolen.,Ransomware & Malware
"My ex-partner installed spyware on my phone. They're tracking my location, reading messages, and listening to calls.",Ransomware & Malware
Someone is running illegal lottery schemes through Telegram groups. Many people including me lost money (₹100000).,Others
